Video,StimulusType,Frame,TrueLabel,LGMD_Pred,EMD_Pred,SNN_Pred
looming_lighting_04.mp4,looming_lighting,2,0,0,0,0
looming_lighting_04.mp4,looming_lighting,3,0,0,0,0
looming_lighting_04.mp4,looming_lighting,4,0,0,0,0
looming_lighting_04.mp4,looming_lighting,5,0,0,0,0
looming_lighting_04.mp4,looming_lighting,6,0,0,0,0
looming_lighting_04.mp4,looming_lighting,7,0,0,0,0
looming_lighting_04.mp4,looming_lighting,8,0,1,0,0
looming_lighting_04.mp4,looming_lighting,9,0,1,1,0
looming_lighting_04.mp4,looming_lighting,10,0,1,0,0
looming_lighting_04.mp4,looming_lighting,11,0,0,0,0
looming_lighting_04.mp4,looming_lighting,12,0,0,0,0
looming_lighting_04.mp4,looming_lighting,13,0,0,0,0
looming_lighting_04.mp4,looming_lighting,14,0,0,0,0
looming_lighting_04.mp4,looming_lighting,15,1,0,0,0
looming_lighting_04.mp4,looming_lighting,16,1,0,0,0
looming_lighting_04.mp4,looming_lighting,17,1,0,0,0
looming_lighting_04.mp4,looming_lighting,18,1,0,0,0
looming_lighting_04.mp4,looming_lighting,19,1,0,0,0
looming_lighting_04.mp4,looming_lighting,20,1,0,0,0
looming_lighting_04.mp4,looming_lighting,21,1,0,0,0
looming_lighting_04.mp4,looming_lighting,22,1,0,0,0
looming_lighting_04.mp4,looming_lighting,23,1,0,0,0
looming_lighting_04.mp4,looming_lighting,24,1,0,1,1
looming_lighting_04.mp4,looming_lighting,25,1,0,0,1
looming_lighting_04.mp4,looming_lighting,26,1,0,1,1
looming_lighting_04.mp4,looming_lighting,27,1,0,0,1
looming_lighting_04.mp4,looming_lighting,28,1,0,1,1
looming_lighting_04.mp4,looming_lighting,29,1,0,0,1
looming_lighting_05.mp4,looming_lighting,0,0,0,0,0
looming_lighting_05.mp4,looming_lighting,1,0,0,0,0
looming_lighting_05.mp4,looming_lighting,2,0,0,0,0
looming_lighting_05.mp4,looming_lighting,3,0,0,0,0
looming_lighting_05.mp4,looming_lighting,4,0,0,0,0
looming_lighting_05.mp4,looming_lighting,5,0,0,0,0
looming_lighting_05.mp4,looming_lighting,6,0,0,0,0
looming_lighting_05.mp4,looming_lighting,7,0,0,0,0
looming_lighting_05.mp4,looming_lighting,8,0,1,0,0
looming_lighting_05.mp4,looming_lighting,9,0,1,1,0
looming_lighting_05.mp4,looming_lighting,10,0,1,0,0
looming_lighting_05.mp4,looming_lighting,11,0,0,0,0
looming_lighting_05.mp4,looming_lighting,12,0,0,0,0
looming_lighting_05.mp4,looming_lighting,13,0,0,0,0
looming_lighting_05.mp4,looming_lighting,14,0,0,0,0
looming_lighting_05.mp4,looming_lighting,15,1,0,0,0
looming_lighting_05.mp4,looming_lighting,16,1,0,0,0
looming_lighting_05.mp4,looming_lighting,17,1,0,0,0
looming_lighting_05.mp4,looming_lighting,18,1,0,0,0
looming_lighting_05.mp4,looming_lighting,19,1,0,0,0
looming_lighting_05.mp4,looming_lighting,20,1,0,0,0
looming_lighting_05.mp4,looming_lighting,21,1,0,0,0
looming_lighting_05.mp4,looming_lighting,22,1,0,0,0
looming_lighting_05.mp4,looming_lighting,23,1,0,0,0
looming_lighting_05.mp4,looming_lighting,24,1,0,1,1
looming_lighting_05.mp4,looming_lighting,25,1,0,0,1
looming_lighting_05.mp4,looming_lighting,26,1,0,1,1
looming_lighting_05.mp4,looming_lighting,27,1,0,0,1
looming_lighting_05.mp4,looming_lighting,28,1,0,1,1
looming_lighting_05.mp4,looming_lighting,29,1,0,0,1
receding_04.mp4,receding,0,0,0,0,1
receding_04.mp4,receding,1,0,0,0,1
receding_04.mp4,receding,2,0,0,0,1
receding_04.mp4,receding,3,0,0,0,1
receding_04.mp4,receding,4,0,0,0,1
receding_04.mp4,receding,5,0,0,0,1
receding_04.mp4,receding,6,0,0,0,1
receding_04.mp4,receding,7,0,0,0,1
receding_04.mp4,receding,8,0,0,0,1
receding_04.mp4,receding,9,0,0,0,1
receding_04.mp4,receding,10,0,0,0,1
receding_04.mp4,receding,11,0,0,0,1
receding_04.mp4,receding,12,0,0,0,1
receding_04.mp4,receding,13,0,0,0,1
receding_04.mp4,receding,14,0,0,1,1
receding_04.mp4,receding,15,0,0,0,1
receding_04.mp4,receding,16,0,0,0,1
receding_04.mp4,receding,17,0,0,0,1
receding_04.mp4,receding,18,0,0,0,1
receding_04.mp4,receding,19,0,0,0,1
receding_04.mp4,receding,20,0,0,0,1
receding_04.mp4,receding,21,0,0,0,1
receding_04.mp4,receding,22,0,0,0,0
receding_04.mp4,receding,23,0,0,0,0
receding_04.mp4,receding,24,0,0,0,0
receding_04.mp4,receding,25,0,0,0,0
receding_04.mp4,receding,26,0,0,1,0
receding_04.mp4,receding,27,0,0,0,0
receding_04.mp4,receding,28,0,0,1,0
receding_04.mp4,receding,29,0,0,0,0
receding_05.mp4,receding,0,0,0,0,1
receding_05.mp4,receding,1,0,0,0,1
receding_05.mp4,receding,2,0,0,0,1
receding_05.mp4,receding,3,0,0,0,1
receding_05.mp4,receding,4,0,0,0,1
receding_05.mp4,receding,5,0,0,0,1
receding_05.mp4,receding,6,0,0,0,1
receding_05.mp4,receding,7,0,0,0,1
receding_05.mp4,receding,8,0,0,0,1
receding_05.mp4,receding,9,0,0,0,1
receding_05.mp4,receding,10,0,0,0,1
receding_05.mp4,receding,11,0,0,0,1
receding_05.mp4,receding,12,0,0,0,1
receding_05.mp4,receding,13,0,0,0,1
receding_05.mp4,receding,14,0,0,0,1
receding_05.mp4,receding,15,0,0,0,1
receding_05.mp4,receding,16,0,0,0,1
receding_05.mp4,receding,17,0,0,0,1
receding_05.mp4,receding,18,0,0,0,1
receding_05.mp4,receding,19,0,0,0,1
receding_05.mp4,receding,20,0,0,0,1
receding_05.mp4,receding,21,0,0,0,1
receding_05.mp4,receding,22,0,0,0,1
receding_05.mp4,receding,23,0,0,0,0
receding_05.mp4,receding,24,0,0,0,0
receding_05.mp4,receding,25,0,0,1,0
receding_05.mp4,receding,26,0,0,0,0
receding_05.mp4,receding,27,0,0,0,0
receding_05.mp4,receding,28,0,0,1,0
receding_05.mp4,receding,29,0,0,0,0
