Frame,SpikeRate,MembranePotential,Logit,Prediction
66,0.434416,0.434416,4.047137,1
67,0.434486,0.434486,4.038914,1
68,0.434846,0.434847,4.044421,1
69,0.434915,0.434915,4.035269,1
70,0.434973,0.434973,4.034516,1
71,0.43465,0.43465,4.038372,1
72,0.434534,0.434534,4.043856,1
73,0.43459,0.43459,4.039044,1
74,0.434413,0.434413,4.046973,1
75,0.434386,0.434386,4.039571,1
76,0.434177,0.434177,4.046199,1
77,0.433934,0.433934,4.048306,1
78,0.433823,0.433823,4.052666,1
79,0.435564,0.435564,4.019057,1
80,0.435396,0.435396,4.019977,1
81,0.435429,0.435429,4.021828,1
82,0.435358,0.435358,4.022084,1
83,0.435413,0.435413,4.022938,1
84,0.435391,0.435391,4.021898,1
85,0.435463,0.435463,4.019607,1
86,0.435681,0.435681,4.015361,1
87,0.435732,0.435732,4.014065,1
88,0.435564,0.435564,4.017022,1
89,0.435614,0.435614,4.015726,1
90,0.435446,0.435446,4.018682,1
91,0.435497,0.435496,4.017386,1
92,0.436084,0.436084,4.009085,1
93,0.436084,0.436084,4.009085,1
94,0.436084,0.436084,4.009085,1
95,0.436084,0.436084,4.009085,1
96,0.436084,0.436084,4.009085,1
97,0.436084,0.436084,4.009085,1
98,0.436084,0.436084,4.009085,1
99,0.436084,0.436084,4.009085,1
100,0.435966,0.435966,4.010746,1
101,0.435966,0.435966,4.010746,1
102,0.435849,0.435849,4.012405,1
103,0.435849,0.435849,4.012405,1
104,0.435732,0.435732,4.014065,1
105,0.435732,0.435732,4.014065,1
106,0.435614,0.435614,4.015726,1
107,0.435614,0.435614,4.015726,1
108,0.435497,0.435496,4.017386,1
109,0.435497,0.435496,4.017386,1
110,0.436084,0.436084,4.009085,1
111,0.436084,0.436084,4.009085,1
112,0.436084,0.436084,4.009085,1
113,0.436084,0.436084,4.009085,1
114,0.436084,0.436084,4.009085,1
115,0.436084,0.436084,4.009085,1
116,0.436084,0.436084,4.009085,1
117,0.436084,0.436084,4.009085,1
118,0.436084,0.436084,4.009085,1
119,0.436084,0.436084,4.009085,1
120,0.436084,0.436084,4.009085,1
121,0.436084,0.436084,4.009085,1
122,0.436084,0.436084,4.009085,1
123,0.436084,0.436084,4.009085,1
124,0.436084,0.436084,4.009085,1
125,0.436084,0.436084,4.009085,1
126,0.436084,0.436084,4.009085,1
127,0.436084,0.436084,4.009085,1
128,0.436084,0.436084,4.009085,1
129,0.436072,0.436072,4.009289,1
130,0.436078,0.436078,4.009239,1
131,0.436108,0.436108,3.996598,1
132,0.436078,0.436078,3.997121,1
133,0.43618,0.43618,3.996136,1
134,0.435323,0.435323,4.02921,1
135,0.435399,0.435399,4.028039,1
136,0.43537,0.43537,4.028341,1
137,0.436345,0.436345,3.994775,1
138,0.436162,0.436162,3.99732,1
139,0.436162,0.436162,3.99732,1
140,0.436064,0.436064,3.999216,1
141,0.435976,0.435976,4.003222,1
142,0.435876,0.435876,4.003203,1
143,0.435724,0.435724,4.009691,1
144,0.435715,0.435715,4.006307,1
145,0.435471,0.435471,4.016121,1
146,0.435553,0.435553,4.009411,1
147,0.435216,0.435216,4.022567,1
148,0.435373,0.435373,4.012827,1
149,0.434932,0.434932,4.029258,1
150,0.436162,0.436162,3.99732,1
151,0.436162,0.436162,3.99732,1
152,0.436162,0.436162,3.99732,1
153,0.436162,0.436162,3.99732,1
154,0.436162,0.436162,3.99732,1
155,0.436162,0.436162,3.99732,1
156,0.436162,0.436162,3.99732,1
157,0.436162,0.436162,3.99732,1
158,0.436162,0.436162,3.99732,1
159,0.436162,0.436162,3.99732,1
160,0.436162,0.436162,3.99732,1
161,0.436162,0.436162,3.99732,1
162,0.436162,0.436162,3.99732,1
163,0.436162,0.436162,3.99732,1
164,0.436162,0.436162,3.99732,1
165,0.436162,0.436162,3.99732,1
166,0.436162,0.436162,3.99732,1
167,0.436162,0.436162,3.99732,1
168,0.436162,0.436162,3.99732,1
169,0.436162,0.436162,3.99732,1
170,0.436162,0.436162,3.99732,1
171,0.436162,0.436162,3.99732,1
172,0.436162,0.436162,3.99732,1
173,0.436162,0.436162,3.99732,1
174,0.436162,0.436162,3.99732,1
175,0.436162,0.436162,3.99732,1
176,0.436162,0.436162,3.99732,1
177,0.435913,0.435913,4.001112,1
178,0.435788,0.435788,4.005644,1
179,0.435507,0.435507,4.009861,1
180,0.435387,0.435387,4.013941,1
181,0.435019,0.435019,4.020119,1
182,0.434804,0.434804,4.026426,1
183,0.434352,0.434352,4.03485,1
184,0.433995,0.433995,4.042449,1
185,0.433601,0.433601,4.051159,1
186,0.433237,0.433237,4.05787,1
187,0.434033,0.434033,4.048548,1
188,0.433801,0.433801,4.046555,1
189,0.43381,0.43381,4.051616,1
190,0.433519,0.433519,4.050927,1
191,0.433414,0.433414,4.057949,1
192,0.434352,0.434352,4.035776,1
193,0.434509,0.434509,4.037016,1
194,0.434526,0.434526,4.031351,1
195,0.434605,0.434605,4.029889,1
196,0.434856,0.434856,4.023957,1
197,0.434755,0.434755,4.028012,1
198,0.434695,0.434695,4.024451,1
199,0.43432,0.43432,4.038073,1
200,0.434732,0.434732,4.02389,1
201,0.43443,0.43443,4.035813,1
202,0.435109,0.435109,4.01952,1
203,0.434674,0.434674,4.036373,1
204,0.434875,0.434875,4.02649,1
205,0.434737,0.434737,4.025587,1
206,0.434605,0.434605,4.032384,1
207,0.43443,0.43443,4.03298,1
208,0.434532,0.434532,4.034198,1
209,0.43419,0.43419,4.036794,1
210,0.434216,0.434216,4.037048,1
211,0.434019,0.434019,4.036731,1
212,0.433833,0.433833,4.044831,1
213,0.435608,0.435608,4.007988,1
214,0.435524,0.435524,4.006916,1
215,0.435472,0.435472,4.010722,1
216,0.435524,0.435524,4.006916,1
217,0.435434,0.435434,4.012828,1
218,0.435675,0.435675,4.005071,1
219,0.435469,0.435469,4.010133,1
220,0.435541,0.435541,4.007842,1
221,0.435759,0.435759,4.003596,1
222,0.435809,0.435809,4.0023,1
223,0.435641,0.435641,4.005256,1
224,0.435692,0.435692,4.00396,1
225,0.435524,0.435524,4.006916,1
226,0.435574,0.435574,4.005621,1
227,0.436162,0.436162,3.99732,1
228,0.436035,0.436035,3.999563,1
229,0.435974,0.435974,4.001819,1
230,0.435867,0.435867,4.002519,1
231,0.435786,0.435786,4.005806,1
232,0.435699,0.435699,4.005475,1
233,0.435584,0.435584,4.009924,1
234,0.4355,0.4355,4.009369,1
235,0.435381,0.435381,4.014554,1
236,0.435382,0.435382,4.011029,1
237,0.435178,0.435178,4.019183,1
238,0.435927,0.435927,4.00064,1
239,0.435809,0.435809,4.0023,1
240,0.435809,0.435809,4.0023,1
241,0.435692,0.435692,4.00396,1
242,0.435692,0.435692,4.00396,1
243,0.435574,0.435574,4.005621,1
244,0.435574,0.435574,4.005621,1
245,0.436162,0.436162,3.99732,1
246,0.436162,0.436162,3.99732,1
247,0.436162,0.436162,3.99732,1
248,0.436162,0.436162,3.99732,1
249,0.436162,0.436162,3.99732,1
250,0.436162,0.436162,3.99732,1
251,0.436162,0.436162,3.99732,1
252,0.436162,0.436162,3.99732,1
253,0.436162,0.436162,3.99732,1
254,0.436162,0.436162,3.99732,1
255,0.436162,0.436162,3.99732,1
256,0.436162,0.436162,3.99732,1
257,0.43616,0.43616,3.997331,1
258,0.436169,0.436169,3.997048,1
259,0.436192,0.436192,3.99675,1
260,0.436177,0.436177,3.996774,1
261,0.436206,0.436206,3.996529,1
262,0.436159,0.436159,3.996884,1
263,0.436237,0.436237,3.995962,1
264,0.436162,0.436162,3.99654,1
265,0.436285,0.436285,3.995332,1
266,0.436165,0.436165,3.996375,1
267,0.436165,0.436165,3.996375,1
268,0.436165,0.436165,3.996375,1
269,0.436165,0.436165,3.996375,1
270,0.436165,0.436165,3.996375,1
271,0.436165,0.436165,3.996375,1
272,0.436165,0.436165,3.996375,1
273,0.436165,0.436165,3.996375,1
274,0.436075,0.436075,3.998512,1
275,0.435979,0.435979,4.002277,1
276,0.435887,0.435887,4.002499,1
277,0.435727,0.435727,4.008747,1
278,0.435725,0.435725,4.005603,1
279,0.435474,0.435474,4.015177,1
280,0.435564,0.435564,4.008707,1
281,0.435219,0.435219,4.021623,1
282,0.435385,0.435385,4.01211,1
283,0.434935,0.434935,4.028314,1
284,0.436165,0.436165,3.996375,1
285,0.436165,0.436165,3.996375,1
286,0.436165,0.436165,3.996375,1
287,0.436165,0.436165,3.996375,1
288,0.436165,0.436165,3.996375,1
289,0.436165,0.436165,3.996375,1
290,0.436165,0.436165,3.996375,1
291,0.436165,0.436165,3.996375,1
292,0.436165,0.436165,3.996375,1
293,0.436165,0.436165,3.996375,1
294,0.436165,0.436165,3.996375,1
295,0.436165,0.436165,3.996375,1
296,0.436165,0.436165,3.996375,1
297,0.436165,0.436165,3.996375,1
298,0.436165,0.436165,3.996375,1
299,0.436165,0.436165,3.996375,1
300,0.436165,0.436165,3.996375,1
301,0.436165,0.436165,3.996375,1
302,0.436165,0.436165,3.996375,1
303,0.436165,0.436165,3.996375,1
304,0.436165,0.436165,3.996375,1
305,0.436165,0.436165,3.996375,1
