Frame,SpikeRate,MembranePotential,Logit,Prediction
203,0.408894,0.408894,4.398063,1
204,0.408704,0.408704,4.400271,1
205,0.408018,0.408018,4.405845,1
206,0.40777,0.40777,4.411226,1
207,0.40752,0.40752,4.419373,1
208,0.407326,0.407326,4.423756,1
209,0.407031,0.407031,4.430789,1
210,0.406685,0.406685,4.430696,1
211,0.406587,0.406587,4.439328,1
212,0.406396,0.406396,4.440514,1
213,0.406395,0.406395,4.445089,1
214,0.406226,0.406226,4.446528,1
215,0.40583,0.40583,4.457218,1
216,0.405719,0.405719,4.460278,1
217,0.405603,0.405603,4.469598,1
218,0.405406,0.405406,4.473622,1
219,0.405135,0.405135,4.482638,1
220,0.404848,0.404848,4.492874,1
221,0.404633,0.404633,4.501818,1
222,0.404338,0.404338,4.510638,1
223,0.404184,0.404184,4.522023,1
224,0.403896,0.403896,4.532377,1
225,0.403612,0.403612,4.540805,1
226,0.403352,0.403352,4.549315,1
227,0.402853,0.402853,4.567644,1
228,0.402473,0.402473,4.584569,1
229,0.402039,0.402039,4.594044,1
230,0.401735,0.401735,4.613256,1
231,0.401395,0.401395,4.623713,1
232,0.400777,0.400777,4.639594,1
233,0.400706,0.400706,4.656037,1
234,0.400227,0.400227,4.671416,1
235,0.400201,0.400201,4.682164,1
236,0.399716,0.399716,4.699286,1
237,0.399199,0.399199,4.709903,1
238,0.398897,0.398897,4.720307,1
239,0.398866,0.398866,4.726701,1
240,0.398744,0.398744,4.72235,1
241,0.398904,0.398904,4.718378,1
242,0.398538,0.398538,4.704903,1
243,0.39906,0.39906,4.687769,1
244,0.39951,0.39951,4.676764,1
245,0.400279,0.400279,4.630125,1
246,0.400891,0.400891,4.610192,1
247,0.402087,0.402087,4.563345,1
248,0.403037,0.403037,4.534161,1
249,0.404204,0.404204,4.487167,1
250,0.405177,0.405177,4.459746,1
251,0.406407,0.406407,4.415608,1
252,0.407674,0.407674,4.382534,1
253,0.408142,0.408142,4.353325,1
254,0.409509,0.409509,4.320297,1
255,0.409871,0.409871,4.305669,1
256,0.410448,0.410448,4.284735,1
257,0.410724,0.410724,4.276942,1
258,0.41113,0.41113,4.261436,1
259,0.411227,0.411227,4.259188,1
260,0.411548,0.411548,4.244598,1
261,0.411589,0.411589,4.244915,1
262,0.411552,0.411552,4.242834,1
263,0.411597,0.411597,4.241169,1
264,0.411516,0.411516,4.240063,1
265,0.41152,0.41152,4.236309,1
266,0.411584,0.411584,4.234676,1
267,0.411406,0.411406,4.234208,1
268,0.411665,0.411665,4.235415,1
269,0.41165,0.41165,4.237761,1
270,0.411574,0.411574,4.232661,1
271,0.411606,0.411606,4.233921,1
272,0.411667,0.411667,4.232435,1
273,0.411705,0.411705,4.232652,1
274,0.411806,0.411806,4.228855,1
275,0.411693,0.411693,4.22908,1
276,0.411694,0.411694,4.228431,1
277,0.411604,0.411604,4.225994,1
278,0.411678,0.411678,4.225568,1
279,0.411511,0.411511,4.222407,1
280,0.411578,0.411578,4.225029,1
281,0.411757,0.411757,4.22751,1
282,0.411656,0.411656,4.226004,1
283,0.411617,0.411617,4.223946,1
284,0.411717,0.411717,4.223541,1
285,0.411661,0.411661,4.222767,1
286,0.411687,0.411687,4.221495,1
287,0.411749,0.411749,4.227457,1
288,0.411876,0.411876,4.227607,1
289,0.411893,0.411893,4.226556,1
290,0.411905,0.411905,4.228683,1
291,0.411919,0.411919,4.227605,1
292,0.411848,0.411848,4.226237,1
293,0.411818,0.411818,4.227129,1
294,0.411789,0.411789,4.226371,1
295,0.411832,0.411832,4.224922,1
296,0.411725,0.411725,4.226162,1
297,0.411671,0.411671,4.223443,1
298,0.411694,0.411694,4.224757,1
299,0.411774,0.411774,4.227735,1
300,0.411731,0.411731,4.2274,1
301,0.411772,0.411772,4.225207,1
302,0.411731,0.411731,4.227427,1
303,0.411586,0.411586,4.223106,1
304,0.411554,0.411554,4.224061,1
305,0.411612,0.411612,4.224694,1
306,0.41161,0.41161,4.224706,1
307,0.41161,0.41161,4.224706,1
308,0.41161,0.41161,4.224706,1
309,0.41161,0.41161,4.224706,1
310,0.41161,0.41161,4.224706,1
311,0.41161,0.41161,4.224706,1
312,0.41161,0.41161,4.224706,1
313,0.41161,0.41161,4.224706,1
314,0.41161,0.41161,4.224706,1
315,0.41161,0.41161,4.224706,1
316,0.41161,0.41161,4.224706,1
317,0.41161,0.41161,4.224706,1
318,0.41161,0.41161,4.224706,1
