Frame,SpikeRate,MembranePotential,Logit,Prediction
206,0.41273,0.41273,4.513182,1
207,0.422112,0.422112,4.284456,1
208,0.422585,0.422585,4.286963,1
209,0.422447,0.422447,4.286419,1
210,0.423544,0.423544,4.268851,1
211,0.426855,0.426855,4.21281,1
212,0.425746,0.425746,4.236609,1
213,0.42655,0.42655,4.214885,1
214,0.426921,0.426921,4.214487,1
215,0.424825,0.424825,4.257772,1
216,0.426979,0.426979,4.222412,1
217,0.422726,0.422726,4.297974,1
218,0.427129,0.427129,4.222225,1
219,0.42325,0.42325,4.299897,1
220,0.426364,0.426364,4.249756,1
221,0.421204,0.421204,4.33666,1
222,0.426904,0.426904,4.239606,1
223,0.424626,0.424626,4.274612,1
224,0.426587,0.426587,4.243743,1
225,0.423993,0.423993,4.286172,1
226,0.425377,0.425377,4.270998,1
227,0.423759,0.423759,4.295952,1
228,0.425826,0.425825,4.268375,1
229,0.42415,0.42415,4.299681,1
230,0.424788,0.424788,4.290071,1
231,0.423947,0.423947,4.310247,1
232,0.424158,0.424158,4.311921,1
233,0.422105,0.422105,4.36237,1
234,0.423756,0.423756,4.32926,1
235,0.419624,0.419624,4.464836,1
236,0.421599,0.421599,4.397338,1
237,0.416608,0.416608,4.57966,1
238,0.417998,0.417998,4.509614,1
239,0.412004,0.412004,4.736675,1
240,0.411171,0.411171,4.68969,1
241,0.403955,0.403955,4.925229,1
242,0.403322,0.403322,4.89257,1
243,0.398116,0.398116,5.073704,1
244,0.396425,0.396425,5.057804,1
245,0.393442,0.393442,5.133824,1
246,0.391536,0.391536,5.160364,1
247,0.389284,0.389284,5.21147,1
248,0.388165,0.388165,5.234498,1
249,0.388379,0.388379,5.22543,1
250,0.390213,0.390213,5.207555,1
251,0.391776,0.391775,5.155252,1
252,0.391273,0.391273,5.168646,1
253,0.39498,0.39498,5.088214,1
254,0.395015,0.395015,5.096419,1
255,0.395335,0.395335,5.050484,1
256,0.393883,0.393883,5.057396,1
257,0.395486,0.395486,5.024271,1
258,0.393016,0.393016,5.034455,1
259,0.396867,0.396867,5.004191,1
260,0.396487,0.396487,5.000764,1
261,0.397734,0.397734,4.914775,1
262,0.397357,0.397357,5.026116,1
263,0.398627,0.398627,4.846785,1
264,0.408192,0.408192,4.575404,1
265,0.408517,0.408517,4.553708,1
266,0.408553,0.408553,4.551466,1
267,0.408473,0.408473,4.546329,1
268,0.408441,0.408441,4.548538,1
269,0.408435,0.408435,4.548636,1
270,0.408435,0.408435,4.548636,1
271,0.408435,0.408435,4.548636,1
272,0.408435,0.408435,4.548636,1
273,0.408435,0.408435,4.548636,1
274,0.408435,0.408435,4.548636,1
275,0.408435,0.408435,4.548636,1
