Frame,SpikeRate,MembranePotential,Logit,Prediction
80,0.418851,0.418851,4.4888,1
81,0.420673,0.420673,4.454596,1
82,0.418866,0.418866,4.49079,1
83,0.419031,0.419031,4.482533,1
84,0.41805,0.41805,4.500759,1
85,0.417874,0.417874,4.512398,1
86,0.41825,0.418249,4.492741,1
87,0.417467,0.417467,4.502396,1
88,0.417276,0.417276,4.517943,1
89,0.417691,0.417691,4.507813,1
90,0.416597,0.416597,4.533526,1
91,0.417564,0.417564,4.496946,1
92,0.417441,0.417441,4.507036,1
93,0.415837,0.415837,4.508785,1
94,0.418726,0.418726,4.457828,1
95,0.417931,0.417931,4.468156,1
96,0.416641,0.416641,4.496585,1
97,0.417262,0.417262,4.48269,1
98,0.416956,0.416956,4.487231,1
99,0.41673,0.41673,4.489651,1
100,0.416777,0.416777,4.494701,1
101,0.415552,0.415552,4.509971,1
102,0.41678,0.41678,4.494031,1
103,0.415858,0.415859,4.518481,1
104,0.417941,0.417941,4.476495,1
105,0.416795,0.416795,4.492521,1
106,0.417758,0.417758,4.469401,1
107,0.419229,0.419229,4.460861,1
108,0.41929,0.41929,4.458601,1
109,0.418753,0.418753,4.47331,1
110,0.415424,0.415424,4.57429,1
111,0.413747,0.413747,4.622525,1
112,0.408885,0.408885,4.753278,1
113,0.405301,0.405301,4.828111,1
114,0.401962,0.401962,4.935505,1
115,0.3989,0.3989,4.994106,1
116,0.395009,0.395009,5.124837,1
117,0.392702,0.392702,5.164187,1
118,0.389763,0.389763,5.281928,1
119,0.387199,0.387199,5.31241,1
120,0.38741,0.38741,5.31311,1
121,0.386578,0.386578,5.321996,1
122,0.387317,0.387317,5.305447,1
123,0.388551,0.388551,5.262852,1
124,0.390822,0.390822,5.224603,1
125,0.392924,0.392925,5.158113,1
126,0.395296,0.395296,5.124104,1
127,0.397295,0.397295,5.061332,1
128,0.398613,0.398613,5.029834,1
129,0.400156,0.400156,4.943126,1
130,0.401376,0.401376,4.883723,1
131,0.410742,0.410742,4.680772,1
132,0.41259,0.41259,4.59629,1
133,0.414864,0.414864,4.532683,1
134,0.414679,0.414679,4.546529,1
135,0.415392,0.415392,4.513855,1
136,0.414828,0.414828,4.535617,1
137,0.415216,0.415216,4.520428,1
138,0.413759,0.413759,4.548833,1
139,0.412453,0.412453,4.584549,1
140,0.410722,0.410722,4.612169,1
141,0.412425,0.412425,4.579305,1
142,0.415488,0.415488,4.497207,1
143,0.414584,0.414584,4.538653,1
144,0.413039,0.413039,4.566547,1
145,0.412444,0.412444,4.581793,1
146,0.412172,0.412172,4.579946,1
147,0.412288,0.412288,4.576394,1
148,0.410974,0.410974,4.599138,1
149,0.410828,0.410828,4.609659,1
150,0.412341,0.412341,4.552751,1
151,0.410847,0.410847,4.612938,1
152,0.411232,0.411232,4.582808,1
153,0.411015,0.411015,4.584414,1
154,0.412231,0.412231,4.566134,1
155,0.411809,0.411809,4.571044,1
156,0.412303,0.412303,4.555431,1
157,0.412543,0.412543,4.528541,1
158,0.413223,0.413223,4.542811,1
159,0.41438,0.41438,4.484966,1
160,0.413535,0.413535,4.515709,1
161,0.417342,0.417342,4.433829,1
162,0.413139,0.413139,4.507001,1
163,0.415266,0.415266,4.478966,1
164,0.413399,0.413399,4.492641,1
165,0.414966,0.414966,4.447928,1
166,0.415915,0.415915,4.422174,1
167,0.415103,0.415103,4.421634,1
168,0.418379,0.418379,4.354237,1
169,0.418361,0.418361,4.342977,1
170,0.419803,0.419803,4.283933,1
171,0.423125,0.423125,4.208031,1
172,0.424434,0.424434,4.176258,1
173,0.424521,0.424521,4.174859,1
174,0.424434,0.424434,4.176258,1
175,0.424434,0.424434,4.176258,1
176,0.424521,0.424521,4.174859,1
177,0.424434,0.424434,4.176258,1
178,0.424434,0.424434,4.176258,1
179,0.424521,0.424521,4.174859,1
180,0.424434,0.424434,4.176258,1
181,0.424434,0.424434,4.176258,1
182,0.423912,0.423912,4.211679,1
183,0.423767,0.423767,4.225561,1
184,0.423347,0.423347,4.259113,1
185,0.423262,0.423262,4.280366,1
186,0.422488,0.422488,4.320814,1
187,0.420857,0.420857,4.368549,1
188,0.418524,0.418524,4.446065,1
189,0.417346,0.417346,4.486483,1
190,0.419925,0.419925,4.470206,1
191,0.420863,0.420863,4.463233,1
192,0.41971,0.41971,4.496352,1
193,0.421255,0.421255,4.450454,1
194,0.421452,0.421452,4.441688,1
195,0.4205,0.4205,4.46827,1
196,0.420355,0.420355,4.465438,1
197,0.420851,0.420851,4.467326,1
198,0.422038,0.422038,4.428586,1
199,0.420903,0.420903,4.452693,1
200,0.423509,0.423509,4.404665,1
201,0.420456,0.420456,4.458211,1
202,0.422075,0.422075,4.425975,1
203,0.418202,0.418202,4.490967,1
204,0.420358,0.420358,4.45583,1
205,0.416647,0.416647,4.526508,1
206,0.41891,0.41891,4.487767,1
207,0.416441,0.416441,4.530053,1
208,0.417653,0.417653,4.510259,1
209,0.416327,0.416327,4.522066,1
210,0.415965,0.415965,4.533305,1
211,0.416524,0.416524,4.521007,1
212,0.415779,0.415779,4.54094,1
213,0.4166,0.4166,4.514812,1
214,0.417535,0.417535,4.50281,1
215,0.41604,0.41604,4.511615,1
216,0.419495,0.419495,4.438653,1
217,0.417798,0.417798,4.476108,1
218,0.417967,0.417967,4.463721,1
219,0.417632,0.417632,4.483457,1
220,0.418662,0.418662,4.446093,1
221,0.41657,0.41657,4.498008,1
222,0.417857,0.417857,4.465315,1
223,0.416516,0.416516,4.503212,1
224,0.416751,0.416751,4.488384,1
225,0.416284,0.416284,4.507703,1
226,0.415584,0.415584,4.511935,1
227,0.417386,0.417386,4.48801,1
228,0.416411,0.416411,4.500133,1
229,0.418314,0.418314,4.457177,1
230,0.41945,0.41945,4.457603,1
231,0.419461,0.419461,4.454162,1
232,0.419734,0.419734,4.457906,1
233,0.418388,0.418388,4.493021,1
234,0.415118,0.415118,4.59296,1
235,0.412177,0.412176,4.661076,1
236,0.408575,0.408575,4.766755,1
237,0.404143,0.404143,4.861448,1
238,0.401836,0.401836,4.943959,1
239,0.397894,0.397894,5.019626,1
240,0.395221,0.395221,5.125762,1
241,0.39297,0.39297,5.161085,1
242,0.389613,0.389613,5.283922,1
243,0.38763,0.38763,5.308414,1
244,0.387471,0.387471,5.311521,1
245,0.386967,0.386967,5.316853,1
246,0.387428,0.387428,5.310874,1
247,0.387091,0.387091,5.319213,1
248,0.388504,0.388504,5.28992,1
249,0.38932,0.38932,5.260947,1
250,0.391473,0.391473,5.216988,1
251,0.393504,0.393504,5.170159,1
252,0.395731,0.395731,5.131585,1
253,0.397034,0.397034,5.086285,1
254,0.399199,0.399199,5.043637,1
255,0.400389,0.400389,4.979099,1
256,0.40177,0.40177,4.871849,1
257,0.411365,0.411365,4.623065,1
258,0.414432,0.414432,4.552623,1
259,0.414243,0.414243,4.536597,1
260,0.41443,0.41443,4.558609,1
261,0.41548,0.41548,4.515961,1
262,0.414107,0.414107,4.543952,1
263,0.415938,0.415938,4.507884,1
264,0.413582,0.413582,4.549732,1
265,0.413033,0.413033,4.572123,1
266,0.410684,0.410684,4.612096,1
267,0.412798,0.412798,4.563701,1
268,0.4159,0.4159,4.48577,1
269,0.414079,0.414079,4.523969,1
270,0.414619,0.414619,4.541104,1
271,0.412685,0.412685,4.57363,1
272,0.412645,0.412645,4.574097,1
273,0.412013,0.412013,4.578085,1
274,0.412482,0.412482,4.579236,1
275,0.411153,0.411153,4.617088,1
276,0.411365,0.411365,4.598085,1
277,0.411739,0.411739,4.585916,1
278,0.411295,0.411295,4.604805,1
279,0.410463,0.410463,4.629437,1
280,0.410271,0.410271,4.607045,1
281,0.411165,0.411165,4.587997,1
282,0.41335,0.41335,4.531122,1
283,0.411496,0.411496,4.577298,1
284,0.413454,0.413454,4.512773,1
285,0.412372,0.412372,4.547572,1
286,0.415536,0.415536,4.464644,1
287,0.414128,0.414128,4.498103,1
288,0.416479,0.416479,4.454785,1
289,0.412688,0.412688,4.515609,1
290,0.414209,0.414209,4.50243,1
291,0.412566,0.412566,4.511297,1
292,0.413297,0.413297,4.496817,1
293,0.413022,0.413022,4.500038,1
294,0.415662,0.415662,4.420836,1
295,0.415016,0.415016,4.421991,1
296,0.418407,0.418407,4.353183,1
297,0.418204,0.418204,4.344216,1
298,0.41982,0.41982,4.282618,1
299,0.423122,0.423122,4.207801,1
300,0.424431,0.424431,4.176028,1
301,0.424518,0.424518,4.17463,1
302,0.424431,0.424431,4.176028,1
