Frame,SpikeRate,MembranePotential,Logit,Prediction
192,0.418549,0.418549,4.33127,1
193,0.417296,0.417296,4.356492,1
194,0.417072,0.417072,4.361814,1
195,0.414125,0.414125,4.487663,1
196,0.415262,0.415262,4.476052,1
197,0.41124,0.41124,4.64022,1
198,0.409279,0.409279,4.679477,1
199,0.405554,0.405554,4.837992,1
200,0.404588,0.404588,4.824623,1
201,0.401445,0.401445,4.958352,1
202,0.400258,0.400258,4.960519,1
203,0.398869,0.398869,5.057296,1
204,0.397733,0.397732,5.031073,1
205,0.399278,0.399278,5.008825,1
206,0.398853,0.398853,4.971565,1
207,0.400319,0.400319,4.914654,1
208,0.406233,0.406233,4.899508,1
209,0.410809,0.410809,4.552727,1
210,0.409563,0.409563,4.632002,1
211,0.412862,0.412862,4.466471,1
212,0.416505,0.416505,4.407312,1
213,0.415932,0.415932,4.40566,1
214,0.41561,0.41561,4.432834,1
215,0.417815,0.417815,4.374535,1
216,0.418352,0.418352,4.379639,1
217,0.419209,0.419209,4.362148,1
218,0.419614,0.419614,4.349667,1
219,0.41803,0.41803,4.399611,1
220,0.419351,0.419351,4.361654,1
221,0.416806,0.416806,4.434951,1
222,0.417162,0.417162,4.40875,1
223,0.41832,0.41832,4.400337,1
224,0.417784,0.417784,4.388169,1
225,0.418224,0.418224,4.403453,1
226,0.418985,0.418985,4.377994,1
227,0.417337,0.417337,4.426732,1
228,0.419727,0.419727,4.37267,1
229,0.419066,0.419066,4.411632,1
230,0.42157,0.42157,4.350403,1
231,0.419588,0.419588,4.405818,1
232,0.420222,0.420222,4.39534,1
233,0.416895,0.416895,4.512664,1
234,0.417134,0.417134,4.50459,1
235,0.414301,0.414301,4.620023,1
236,0.415373,0.415373,4.625517,1
237,0.412413,0.412413,4.73659,1
238,0.410329,0.410329,4.796032,1
239,0.407045,0.407045,4.909593,1
240,0.406328,0.406328,4.948009,1
241,0.401213,0.401213,5.082249,1
242,0.398195,0.398195,5.151309,1
243,0.395181,0.395181,5.193125,1
244,0.393225,0.393225,5.225247,1
245,0.391573,0.391573,5.236956,1
246,0.390031,0.390031,5.257081,1
247,0.388867,0.388867,5.258105,1
248,0.386588,0.386588,5.303609,1
249,0.385684,0.385684,5.300406,1
250,0.384775,0.384775,5.298283,1
251,0.385774,0.385774,5.266457,1
252,0.386946,0.386946,5.232815,1
253,0.388664,0.388664,5.194769,1
254,0.390669,0.390669,5.153148,1
255,0.392073,0.392073,5.124711,1
256,0.393817,0.393817,5.079984,1
257,0.396286,0.396286,5.011452,1
258,0.398633,0.398633,4.939322,1
259,0.403905,0.403905,4.779146,1
260,0.40629,0.40629,4.672671,1
261,0.410414,0.410414,4.598518,1
262,0.411124,0.411124,4.583085,1
263,0.411542,0.411542,4.58064,1
264,0.411092,0.411092,4.57407,1
265,0.411685,0.411685,4.561193,1
266,0.411427,0.411427,4.556671,1
267,0.41147,0.41147,4.556035,1
268,0.41147,0.41147,4.556035,1
269,0.41147,0.41147,4.556035,1
270,0.41147,0.41147,4.556035,1
271,0.41147,0.41147,4.556035,1
272,0.41147,0.41147,4.556035,1
273,0.41147,0.41147,4.556035,1
274,0.41147,0.41147,4.556035,1
275,0.41147,0.41147,4.556035,1
276,0.41147,0.41147,4.556035,1
277,0.41147,0.41147,4.556035,1
278,0.41147,0.41147,4.556035,1
279,0.41147,0.41147,4.556035,1
